long,lat,disturb,rainann,soildepth,soilfert,tempann,topo,easting,northing,plot,Species,pres.abs,id
152.597,-31.1725,1,1552,949,2,170,20,-110759.506737976,6533569.751945,535,Cacophis kreftii,0,4273
153.3581,-29.2469,1,1590,1350,1,192,-2,-48676.0066271106,6751433.87966314,282,Cacophis kreftii,0,2249
152.0987,-29.9248,2,910,980,2,133,1,-166930.22245814,6669448.54526537,393,Saltuarius swaini,0,3144
152.1677,-29.3458,1,1474,1110,2,128,-14,-164061.099810224,6734239.05328714,310,Ophioscincus truncatus,0,2478
153.0714,-28.3826,1,1884,1179,4,154,-19,-81415.2757733497,6846081.91396727,44,Ophioscincus truncatus,1,350
153.0735,-28.3736,3,1978,1159,4,144,-6,-81258.2639630969,6847092.07487722,29,Coeranoscincus reticulatus,0,227
152.7191,-28.8445,3,1180,1080,2,178,-14,-113333.176647029,6792982.26555712,208,Saltuarius swaini,0,1664
152.3168,-29.5398,1,2264,1220,1,134,-5,-148292.184928335,6713511.65026774,320,Cacophis kreftii,0,2553
152.7564,-31.2324,3,1332,1110,2,180,-5,-95149.1562671253,6527786.53251694,549,Calyptotis scutirostrum,0,4386
152.3557,-29.2512,1,1666,879,2,137,31,-146344.785848981,6745817.96919314,289,Pseudechis porphyricaus,0,2311
151.7869,-32.6252,2,1210,899,2,167,-1,-177404.950550037,6367198.72447545,641,Pseudechis porphyricaus,0,5127
152.0837,-29.7496,3,1170,1029,2,123,2,-169559.374545082,6688845.67261365,376,Calyptotis scutirostrum,0,3002
152.6526,-28.4923,2,1388,1049,2,160,9,-121930.447488692,6831783.7962185,122,Calyptotis scutirostrum,0,970
152.4491,-29.1126,2,1380,1080,2,156,-22,-138100.898801384,6761741.79176562,250,Pseudechis porphyricaus,0,1999
152.3557,-29.2512,1,1666,879,2,137,31,-146344.785848981,6745817.96919314,289,Calyptotis scutirostrum,0,2306
153.1307,-28.462,3,2772,1139,4,135,-5,-75156.8333834303,6837546.59756221,93,Calyptotis scutirostrum,0,738
151.188,-31.33,3,900,920,2,142,-23,-244264.281766914,6507340.56946903,556,Eulamprus murrayi,0,4445
152.3705,-29.1953,3,1184,959,2,164,28,-145254.384331396,6752115.31178033,274,Cacophis kreftii,0,2185
152.3116,-28.7762,2,1146,1029,2,163,13,-153649.192596345,6798389.56853004,187,Eulamprus murrayi,0,1493
152.7414,-28.9348,2,1190,1120,2,175,15,-110619.113371872,6783061.59249324,227,Coeranoscincus reticulatus,0,1811
153.0291,-30.0903,3,1614,1009,2,173,17,-75878.8843651417,6656129.86091213,444,Egernia mcpheei,0,3548
153.5377,-28.5513,2,1810,1370,1,198,-1,-34751.7720567721,6829518.08321835,151,Saltuarius swaini,0,1208
152.6404,-28.467,3,1238,1070,2,163,15,-123277.985601988,6834532.44353339,99,Calyptotis scutirostrum,0,786
153.2384,-29.9673,1,1394,1289,1,188,1,-56347.7388175956,6670835.62619282,412,Egernia mcpheei,0,3292
152.3256,-29.1446,3,1182,1009,1,153,14,-149956.469363245,6757503.50997516,259,Calyptotis scutirostrum,0,2066
152.7324,-28.4654,2,1608,1129,5,162,-19,-114250.874091765,6835186.86007185,97,Pseudechis porphyricaus,0,775
152.4993,-28.2579,2,1570,1110,2,158,-4,-138397.248869934,6857034.50366113,9,Coeranoscincus reticulatus,0,67
152.7054,-28.626,2,1482,1080,1,164,16,-115961.85299911,6817197.07567746,166,Pseudechis porphyricaus,0,1327
152.2085,-29.9255,1,1048,1080,2,135,-4,-156289.421979757,6670007.80018539,395,Eulamprus murrayi,0,3157
152.1378,-29.2211,2,1224,1070,2,132,-6,-167790.842175416,6747935.89543231,276,Calyptotis scutirostrum,0,2202
152.7476,-28.9131,4,1214,1039,2,171,15,-110140.731442662,6785505.55962449,220,Eulamprus murrayi,0,1757
152.4579,-30.165,1,1170,1039,2,133,9,-130606.171632184,6644790.80822609,463,Saltuarius swaini,0,3704
152.1677,-29.3458,1,1474,1110,2,128,-14,-164061.099810224,6734239.05328714,310,Saltuarius swaini,0,2480
153.0674,-28.3772,3,1852,1100,4,153,-14,-81837.9630928658,6846662.49357159,36,Egernia mcpheei,0,284
152.6361,-29.7107,2,1124,970,2,182,8,-116204.252619302,6696265.62723184,363,Calyptotis scutirostrum,0,2898
153.5921,-28.7695,2,1676,1350,1,197,0,-28317.1316235074,6805528.64452115,184,Calyptotis scutirostrum,0,1466
152.1805,-31.5242,2,1194,1059,2,149,-33,-148139.640492316,6492074.43180975,566,Eulamprus murrayi,0,4525
152.5824,-29.6979,1,1200,990,2,170,-10,-121494.302709042,6697399.19340439,360,Eulamprus murrayi,0,2877
151.5281,-32.157,3,1586,1159,3,165,-10,-205426.35557409,6417594.67751035,628,Egernia mcpheei,0,5020
152.7314,-28.8445,3,1166,1049,2,181,-7,-112129.496210697,6793046.11909854,210,Coeranoscincus reticulatus,0,1675
152.7054,-28.626,2,1482,1080,1,164,16,-115961.85299911,6817197.07567746,166,Egernia mcpheei,0,1324
152.2925,-30.9149,2,1624,1129,2,125,16,-141602.248062495,6560479.29948879,517,Cacophis kreftii,0,4129
152.4123,-28.7135,3,1088,1009,2,176,-9,-144171.518832433,6805913.46294023,174,Coeranoscincus reticulatus,0,1387
152.2925,-30.9149,2,1624,1129,2,125,16,-141602.248062495,6560479.29948879,517,Calyptotis scutirostrum,0,4130
152.6404,-28.467,3,1238,1070,2,163,15,-123277.985601988,6834532.44353339,99,Saltuarius swaini,0,792
152.4302,-29.192,1,1434,1070,2,154,7,-139450.867256081,6752810.91019498,272,Calyptotis scutirostrum,0,2170
152.965,-29.3286,3,1212,1120,2,189,-6,-86507.4244525261,6740441.91030228,301,Ophioscincus truncatus,0,2406
152.2987,-30.924,3,1566,1110,2,126,8,-140946.820529659,6559503.42486789,519,Eulamprus murrayi,0,4149
153.2192,-29.7129,2,1390,1120,2,186,4,-59628.5956885422,6699003.68133743,366,Eulamprus murrayi,0,2925
153.0701,-29.352,3,1340,1090,2,179,13,-76141.7762099772,6738367.29305332,312,Saltuarius swaini,0,2496
152.3872,-30.5112,1,1956,1200,4,108,10,-135182.125940809,6605905.40361032,469,Egernia mcpheei,0,3748
152.3872,-30.5112,1,1956,1200,4,108,10,-135182.125940809,6605905.40361032,469,Coeranoscincus reticulatus,0,3747
152.1657,-31.2985,1,1632,860,2,123,0,-151116.988435754,6517082.75060386,555,Egernia mcpheei,0,4436
153.5548,-28.3039,2,1746,1370,1,200,0,-34321.800023131,6857070.2411377,13,Saltuarius swaini,0,104
153.0644,-30.1137,2,1638,1039,2,172,-12,-72332.601103373,6653708.27718798,452,Egernia mcpheei,0,3612
152.3904,-31.6481,2,1806,1070,2,153,-4,-127313.378797034,6479531.06572796,585,Eulamprus murrayi,0,4677
152.3872,-30.5112,1,1956,1200,4,108,10,-135182.125940809,6605905.40361032,469,Ophioscincus truncatus,0,3750
152.7242,-28.478,2,1774,1100,5,150,17,-114982.84538989,6833744.20694228,105,Pseudechis porphyricaus,0,839
152.3705,-29.1953,3,1184,959,2,164,28,-145254.384331396,6752115.31178033,274,Ophioscincus truncatus,0,2190
152.2948,-29.1372,2,1318,1070,1,139,-8,-153010.118576574,6758154.60282466,253,Coeranoscincus reticulatus,0,2019
151.6068,-31.5806,1,1004,1009,2,121,16,-202371.549940177,6482236.61149556,577,Coeranoscincus reticulatus,0,4611
152.3619,-30.558,1,1774,1049,2,116,19,-137309.897451977,6600558.58922301,484,Saltuarius swaini,0,3872
152.3904,-31.6481,2,1806,1070,2,153,-4,-127313.378797034,6479531.06572796,585,Saltuarius swaini,0,4680
152.7124,-31.2053,3,1396,1100,2,179,-15,-99523.1046195703,6530559.19103228,540,Eulamprus murrayi,0,4317
153.0265,-28.4151,2,1634,1039,5,168,28,-85647.642077096,6842252.08566301,78,Saltuarius swaini,0,624
153.3438,-29.2686,1,1570,1330,1,191,3,-49952.3746787435,6748956.126965,292,Eulamprus murrayi,0,2333
152.3296,-29.15,2,1140,939,1,161,15,-149531.814001847,6756925.32438673,261,Pseudechis porphyricaus,0,2087
152.2722,-30.5557,3,1442,1100,5,119,7,-145956.222470369,6600300.13972999,482,Egernia mcpheei,0,3852
151.5281,-32.157,3,1586,1159,3,165,-10,-205426.35557409,6417594.67751035,628,Coeranoscincus reticulatus,0,5019
152.6486,-28.4616,3,1180,1080,2,168,9,-122504.375187548,6835175.45384486,91,Saltuarius swaini,0,728
152.5244,-31.008,2,1296,970,2,176,-14,-118770.04691586,6551450.02671343,525,Eulamprus murrayi,0,4197
152.067,-30.8576,3,692,939,2,179,-25,-163619.214822719,6565523.0795131,504,Eulamprus murrayi,0,4029
152.9691,-29.1751,2,1012,1090,2,192,0,-86988.7979834919,6757519.26187757,267,Ophioscincus truncatus,0,2134
152.7415,-28.8987,4,1162,1100,2,173,25,-110822.113763642,6787074.42336939,214,Ophioscincus truncatus,0,1710
152.4609,-28.4141,2,1204,1019,4,146,-3,-141232.465468886,6839463.67340073,77,Ophioscincus truncatus,0,614
153.2301,-29.9511,2,1396,1100,2,186,-1,-57241.3776917327,6672594.80622664,404,Saltuarius swaini,0,3232
152.098,-29.2984,2,1318,1110,2,126,-22,-171165.102699192,6739109.9164755,294,Eulamprus murrayi,0,2349
153.0249,-30.074,2,1634,1139,1,172,-4,-76379.7173633748,6657919.68562203,439,Coeranoscincus reticulatus,0,3507
152.6485,-28.4977,3,1330,1100,2,164,4,-122301.197680874,6831162.17696098,126,Pseudechis porphyricaus,0,1007
152.3705,-29.1953,3,1184,959,2,164,28,-145254.384331396,6752115.31178033,274,Eulamprus murrayi,0,2189
152.3677,-29.652,2,1514,1019,2,153,17,-142626.866475306,6701321.62199924,346,Ophioscincus truncatus,0,2766
153.2801,-28.5358,1,2154,1090,4,165,24,-60097.6324680274,6830057.84195886,139,Calyptotis scutirostrum,0,1106
152.4609,-28.4141,2,1204,1019,4,146,-3,-141232.465468886,6839463.67340073,77,Calyptotis scutirostrum,0,610
152.3367,-31.1877,1,2208,1139,2,119,-5,-135537.557228227,6530404.91334178,536,Eulamprus murrayi,0,4285
152.6792,-28.4888,2,1470,1059,2,161,19,-119338.87811833,6832311.15904512,117,Calyptotis scutirostrum,1,930
152.272,-30.8571,2,1596,1139,2,126,-1,-143956.626094444,6566786.96105793,505,Saltuarius swaini,0,4040
151.4559,-32.1598,2,1598,1019,2,139,19,-212237.873245302,6416803.76630991,629,Egernia mcpheei,0,5028
152.3367,-31.1877,1,2208,1139,2,119,-5,-135537.557228227,6530404.91334178,536,Coeranoscincus reticulatus,0,4283
153.2818,-28.404,1,2008,1100,4,166,0,-60629.7662982834,6844706.93792291,62,Coeranoscincus reticulatus,0,491
152.7314,-28.8445,3,1166,1049,2,181,-7,-112129.496210697,6793046.11909854,210,Egernia mcpheei,0,1676
151.1696,-31.6292,1,1288,1100,4,104,-1,-243630.536429211,6473912.18250065,583,Cacophis kreftii,0,4657
153.1021,-28.3663,1,2052,1179,4,148,-18,-78487.5723463324,6848041.45848442,26,Egernia mcpheei,0,204
151.4775,-32.1384,1,1476,1149,3,162,-15,-210360.838916715,6419328.67012455,622,Cacophis kreftii,0,4969
153.2348,-28.3806,2,1766,1139,2,177,-2,-65371.1254993175,6847085.64856191,43,Coeranoscincus reticulatus,0,339
153.2316,-29.7164,3,1402,1139,2,188,-3,-58406.6273017226,6698675.1406323,367,Pseudechis porphyricaus,0,2935
152.3481,-29.475,1,2182,1120,2,135,-5,-145662.79541466,6720891.96166638,315,Pseudechis porphyricaus,0,2519
152.9204,-28.3754,1,1570,1100,5,166,-9,-96294.553982511,6846140.09863748,30,Saltuarius swaini,0,240
153.6081,-28.7008,2,1816,1370,1,197,-2,-27097.7448967228,6813229.19629307,171,Coeranoscincus reticulatus,0,1363
152.5524,-29.9379,3,1256,1039,2,155,13,-122906.583332893,6670557.67612587,396,Calyptotis scutirostrum,0,3162
152.3311,-28.9189,2,1292,1059,2,160,1,-150843.666641707,6782630.05200801,224,Saltuarius swaini,0,1792
153.1287,-28.4927,3,2092,1049,4,164,29,-75185.949814677,6834126.13459355,124,Coeranoscincus reticulatus,0,987
151.4432,-31.9124,3,1574,1159,5,97,7,-215377.128818137,6444246.29677956,596,Coeranoscincus reticulatus,0,4763
153.2535,-28.5286,3,2696,1039,4,144,47,-62745.5415882464,6830732.52392328,136,Saltuarius swaini,0,1088
151.1632,-31.6327,1,1314,1110,4,100,15,-244211.913113866,6473478.63800734,584,Saltuarius swaini,0,4672
152.9753,-29.3304,3,1228,1129,2,188,2,-85494.1537825839,6740293.79231895,304,Pseudechis porphyricaus,0,2431
152.7749,-28.646,3,1198,1090,2,182,16,-109030.042605492,6815332.43919622,170,Ophioscincus truncatus,0,1358
153.1308,-30.1173,2,1670,1100,3,183,8,-65898.1917227338,6653641.00290433,456,Calyptotis scutirostrum,0,3642
152.5592,-28.3404,3,1096,1009,2,164,29,-132010.133181508,6848179.7676698,20,Ophioscincus truncatus,0,158
152.5229,-28.2644,3,1402,1090,4,160,10,-136035.289036256,6856436.98532356,11,Pseudechis porphyricaus,0,87
151.4406,-31.9377,1,1814,1120,5,91,-5,-215426.327493241,6441413.89980731,601,Saltuarius swaini,0,4808
151.4351,-32.136,3,1796,1059,5,122,-4,-214393.695356968,6419312.91607873,620,Calyptotis scutirostrum,0,4954
151.4983,-31.9023,1,1538,1139,3,104,-13,-210225.98071807,6445735.43623553,594,Coeranoscincus reticulatus,0,4747
152.685,-28.6043,3,1418,1120,2,166,1,-118090.3420558,6819503.16714623,163,Cacophis kreftii,0,1297
153.1246,-28.4078,1,2584,899,4,137,20,-76050.8251152269,6843539.01060561,68,Saltuarius swaini,0,544
152.2466,-30.902,3,1480,1090,2,124,7,-146089.648133388,6561646.84538545,514,Eulamprus murrayi,0,4109
152.3054,-28.778,2,1104,970,2,164,6,-154245.287601219,6798155.10832232,188,Ophioscincus truncatus,0,1502
152.2085,-29.9255,1,1048,1080,2,135,-4,-156289.421979757,6670007.80018539,395,Ophioscincus truncatus,0,3158
152.0773,-30.8793,3,942,899,2,130,30,-162480.687351114,6563171.45187532,508,Saltuarius swaini,0,4064
153.0735,-28.3736,3,1978,1159,4,144,-6,-81258.2639630969,6847092.07487722,29,Egernia mcpheei,0,228
152.7957,-28.4818,3,1582,1000,5,161,18,-107939.362066608,6833687.97632912,112,Egernia mcpheei,0,892
152.055,-29.7223,1,926,930,1,139,9,-172528.174729987,6691713.95899004,373,Cacophis kreftii,0,2977
153.0653,-28.3772,1,1850,1139,4,151,19,-82044.3261710476,6846652.29942355,35,Egernia mcpheei,0,276
151.5461,-31.5528,3,1056,910,2,118,25,-208364.726231121,6484935.15028177,571,Calyptotis scutirostrum,0,4562
151.5773,-31.8545,3,1214,1080,2,119,5,-203093.919709459,6451572.39952851,591,Egernia mcpheei,0,4724
151.6036,-31.3712,3,1232,1090,4,103,19,-204255.497050102,6505512.7825163,559,Pseudechis porphyricaus,0,4471
152.7185,-30.5358,3,1730,1070,2,180,33,-103143.062343384,6605000.78050746,476,Ophioscincus truncatus,0,3806
151.9508,-29.9922,1,936,1039,1,124,-5,-180796.082039658,6661077.02091729,419,Calyptotis scutirostrum,0,3346
153.2211,-29.6389,3,1550,1080,2,186,-5,-59856.2649333202,6707233.72725709,344,Egernia mcpheei,0,2748
152.685,-28.6043,3,1418,1120,2,166,1,-118090.3420558,6819503.16714623,163,Pseudechis porphyricaus,0,1303
152.5274,-29.9541,1,1154,1000,2,160,38,-125225.02885331,6668620.03383924,407,Egernia mcpheei,0,3252
152.5769,-30.5101,3,2044,1000,2,158,-3,-116930.07178939,6607086.88072362,468,Egernia mcpheei,0,3740
152.0487,-30.8123,1,972,1009,2,129,9,-165689.805454172,6570451.31009027,498,Saltuarius swaini,0,3984
151.4373,-32.1361,3,1796,1059,5,122,8,-214184.626685129,6419316.50196326,621,Ophioscincus truncatus,0,4966
152.3904,-31.6481,2,1806,1070,2,153,-4,-127313.378797034,6479531.06572796,585,Coeranoscincus reticulatus,0,4675
152.3367,-31.1877,1,2208,1139,2,119,-5,-135537.557228227,6530404.91334178,536,Cacophis kreftii,0,4281
153.2088,-29.7129,3,1396,1100,2,187,-1,-60637.1529419816,6698953.02519578,365,Egernia mcpheei,0,2916
152.0528,-29.7295,1,880,939,1,150,-6,-172693.362441008,6690900.27281866,375,Calyptotis scutirostrum,0,2994
153.1266,-28.4367,1,2562,1149,4,142,14,-75697.1375955953,6840337.76316393,84,Cacophis kreftii,0,665
153.1349,-30.1064,3,1600,1169,2,186,-11,-65564.5991112257,6654872.41500766,448,Calyptotis scutirostrum,0,3578
153.1389,-28.4385,1,2452,1090,4,145,50,-74479.428884286,6840196.89257894,85,Cacophis kreftii,0,673
152.7517,-28.9186,3,1274,1049,5,168,46,-109707.419900115,6784915.50427338,223,Egernia mcpheei,0,1780
152.2701,-30.5593,3,1416,1120,5,120,7,-146134.284620312,6599887.73789073,485,Calyptotis scutirostrum,0,3874
152.5824,-29.6979,1,1200,990,2,170,-10,-121494.302709042,6697399.19340439,360,Pseudechis porphyricaus,0,2879
152.3301,-30.63,1,1890,1049,2,119,26,-139893.16033036,6592371.98317415,491,Saltuarius swaini,0,3928
153.0612,-28.3754,3,1840,1159,4,150,5,-82457.1148099198,6846832.38370436,32,Cacophis kreftii,0,249
152.3395,-29.5291,1,2318,1220,1,136,-3,-146153.566072009,6714828.65289705,319,Eulamprus murrayi,0,2549
151.4843,-31.5972,2,962,939,2,118,24,-213911.671354104,6479590.01306014,578,Coeranoscincus reticulatus,0,4619
152.4389,-29.0999,2,1358,1000,2,158,-13,-139175.743651501,6763098.07298971,248,Ophioscincus truncatus,0,1982
153.493,-28.1705,3,1594,1159,2,200,-1,-41072.1914095881,6871609.99494362,3,Cacophis kreftii,0,17
152.6754,-28.3985,2,1114,1080,2,170,1,-120241.939400036,6842328.60966042,53,Coeranoscincus reticulatus,0,419
153.2404,-29.9529,4,1388,1120,2,187,6,-56234.8699237939,6672445.06950589,405,Egernia mcpheei,0,3236
153.1286,-28.4078,1,2516,959,4,138,142,-75657.8907508829,6843558.24169014,69,Cacophis kreftii,0,545
152.0602,-30.9189,3,1036,990,2,125,17,-163845.617783855,6558665.20310326,518,Eulamprus murrayi,0,4141
152.3819,-31.6534,3,1646,1149,2,169,-12,-128085.852969767,6478892.68147855,586,Eulamprus murrayi,0,4685
151.188,-31.33,3,900,920,2,142,-23,-244264.281766914,6507340.56946903,556,Egernia mcpheei,0,4444
152.1098,-31.4335,1,1242,1029,2,136,12,-155510.234203802,6501736.95330557,563,Ophioscincus truncatus,0,4502
153.2904,-29.2994,1,1474,1330,1,192,0,-54986.1067535209,6745281.6581402,295,Saltuarius swaini,0,2360
153.0633,-28.3736,3,1816,1149,4,148,7,-82260.6312826395,6847042.58183356,28,Egernia mcpheei,0,220
152.1267,-32.5378,3,1412,1120,2,168,8,-146058.238141976,6379046.84371613,633,Ophioscincus truncatus,0,5062
152.5971,-31.1599,3,1544,1110,2,176,-8,-110831.288969744,6534970.81263455,530,Pseudechis porphyricaus,0,4239
153.0265,-28.4151,2,1634,1039,5,168,28,-85647.642077096,6842252.08566301,78,Cacophis kreftii,0,617
153.4275,-29.0914,1,1490,1330,1,193,3,-42736.9260770733,6769029.74166907,245,Cacophis kreftii,0,1953
151.4769,-31.9165,1,1694,1100,4,95,1,-212146.883673553,6444013.91646962,599,Coeranoscincus reticulatus,0,4787
152.1671,-29.9126,1,1004,1059,2,134,3,-160385.352517464,6671203.34737429,392,Saltuarius swaini,0,3136
153.2903,-28.5466,2,2720,1110,4,157,-7,-59039.7148912014,6828905.9612443,148,Coeranoscincus reticulatus,0,1179
153.2818,-28.404,1,2008,1100,4,166,0,-60629.7662982834,6844706.93792291,62,Eulamprus murrayi,0,493
151.6036,-31.3712,3,1232,1090,4,103,19,-204255.497050102,6505512.7825163,559,Coeranoscincus reticulatus,0,4467
152.1779,-29.604,3,1344,1039,1,133,-4,-161376.946447364,6705583.70147014,337,Pseudechis porphyricaus,0,2695
153.1058,-30.0812,3,1508,1080,2,186,-6,-68520.5477469991,6657527.00217382,442,Cacophis kreftii,0,3529
152.5147,-28.2608,3,1474,1080,2,159,-10,-136863.959527277,6856793.78799094,10,Pseudechis porphyricaus,0,79
153.1308,-30.1173,2,1670,1100,3,183,8,-65898.1917227338,6653641.00290433,456,Pseudechis porphyricaus,0,3647
152.3434,-32.0303,3,1142,1090,2,169,-21,-129167.05091116,6436767.94572955,612,Egernia mcpheei,0,4892
152.5443,-31.2192,3,1644,949,2,164,32,-115491.997825901,6528084.9472762,544,Calyptotis scutirostrum,0,4346
152.1794,-29.6852,1,1242,889,2,136,-17,-160696.934705344,6696562.41392783,355,Cacophis kreftii,0,2833
152.671,-28.4815,2,1432,1090,2,162,-9,-120187.064173686,6833080.00728643,109,Saltuarius swaini,0,872
153.5609,-28.302,2,1738,1370,1,200,0,-33731.7544986707,6857308.33389593,12,Cacophis kreftii,0,89
151.5113,-32.1442,2,1656,1080,3,156,17,-207115.997600761,6418907.64925328,623,Coeranoscincus reticulatus,0,4979
152.081,-30.9262,1,986,1049,2,126,15,-161800.719121155,6557977.93316393,520,Cacophis kreftii,0,4153
152.1697,-29.6039,3,1274,1029,1,134,7,-162174.500138577,6705547.69487258,336,Cacophis kreftii,0,2681
152.4491,-29.1126,2,1380,1080,2,156,-22,-138100.898801384,6761741.79176562,250,Coeranoscincus reticulatus,0,1995
152.6792,-28.4888,2,1470,1059,2,161,19,-119338.87811833,6832311.15904512,117,Saltuarius swaini,0,936
152.7681,-28.9493,3,1134,1110,2,188,-11,-107923.462038802,6781588.26422547,231,Coeranoscincus reticulatus,1,1843
153.2777,-28.4058,1,2018,1179,4,165,7,-61022.9468789503,6844487.79273792,64,Saltuarius swaini,0,512
152.7191,-28.8445,3,1180,1080,2,178,-14,-113333.176647029,6792982.26555712,208,Coeranoscincus reticulatus,0,1659
153.2759,-28.5232,3,2506,1019,4,158,3,-60576.6608829403,6831437.80904093,135,Calyptotis scutirostrum,0,1074
153.0674,-28.3772,3,1852,1100,4,153,-14,-81837.9630928658,6846662.49357159,36,Calyptotis scutirostrum,0,282
152.7619,-28.9384,3,1184,1009,2,178,10,-108593.63854256,6782767.65906175,228,Pseudechis porphyricaus,0,1823
152.5825,-31.1418,1,1426,1139,2,178,-8,-112343.894954885,6536901.5482272,528,Eulamprus murrayi,0,4221
153.3561,-29.2487,1,1590,1350,1,192,-1,-48861.1833204548,6751224.53286015,284,Ophioscincus truncatus,0,2270
153.0735,-28.3736,3,1978,1159,4,144,-6,-81258.2639630969,6847092.07487722,29,Pseudechis porphyricaus,0,231
152.0654,-29.717,1,1006,959,1,136,-21,-171554.107513456,6692364.34898711,368,Saltuarius swaini,0,2944
151.9508,-29.9922,1,936,1039,1,124,-5,-180796.082039658,6661077.02091729,419,Ophioscincus truncatus,0,3350
152.3677,-29.652,2,1514,1019,2,153,17,-142626.866475306,6701321.62199924,346,Egernia mcpheei,0,2764
152.2987,-30.924,3,1566,1110,2,126,8,-140946.820529659,6559503.42486789,519,Saltuarius swaini,0,4152
152.426,-32.0271,3,1124,1090,2,169,-3,-121366.486452342,6437604.83628043,610,Eulamprus murrayi,0,4877
152.081,-30.9262,1,986,1049,2,126,15,-161800.719121155,6557977.93316393,520,Egernia mcpheei,0,4156
153.2978,-29.7217,1,1512,1299,1,186,6,-51958.1449948344,6698406.00349235,372,Egernia mcpheei,0,2972
152.3321,-30.6372,1,1828,1049,2,122,19,-139653.179396656,6591582.93000616,492,Saltuarius swaini,0,3936
152.3891,-28.4769,3,1066,1009,4,154,32,-147904.876660409,6832093.94660471,103,Eulamprus murrayi,0,821
152.1761,-29.5769,3,1230,1029,1,137,15,-161729.965162506,6708587.05668997,329,Calyptotis scutirostrum,0,2626
152.1267,-32.5378,3,1412,1120,2,168,8,-146058.238141976,6379046.84371613,633,Eulamprus murrayi,0,5061
153.0906,-29.3358,3,1252,1080,1,187,9,-74237.6258340698,6740268.62388593,306,Saltuarius swaini,0,2448
152.3013,-28.7726,2,1132,1000,2,162,2,-154680.904774922,6798732.86570032,185,Saltuarius swaini,0,1480
153.4314,-29.0391,1,1492,1259,1,193,-4,-42631.6013249115,6774856.7836682,238,Ophioscincus truncatus,0,1902
152.5084,-30.0208,1,1280,1080,2,145,-4,-126642.584758084,6661100.90926177,425,Ophioscincus truncatus,0,3398
152.1961,-28.8659,3,1208,1080,1,142,-5,-164391.455012656,6787769.669967,213,Cacophis kreftii,0,1697
152.7497,-28.8987,2,1146,1029,2,181,-33,-110020.100859829,6787116.90272986,216,Calyptotis scutirostrum,0,1722
153.4275,-29.0932,2,1492,1330,1,194,-1,-42727.4414379179,6768829.81362177,246,Ophioscincus truncatus,0,1966
153.493,-28.1705,3,1594,1159,2,200,-1,-41072.1914095881,6871609.99494362,3,Calyptotis scutirostrum,0,18
153.3966,-29.0662,1,1446,1320,1,194,0,-45884.998116622,6771685.40364584,242,Ophioscincus truncatus,0,1934
151.1826,-31.283,3,922,980,2,132,-9,-245153.452723016,6512535.18994421,552,Ophioscincus truncatus,0,4414
152.2606,-29.0341,3,1258,1070,1,137,-1,-157007.529503806,6769427.67794309,236,Cacophis kreftii,0,1881
152.9466,-29.0524,3,988,1059,2,190,6,-89886.5465170286,6771040.60297007,241,Calyptotis scutirostrum,0,1922
152.3871,-30.5238,1,2020,1169,4,107,13,-135109.280717108,6604504.0129809,472,Eulamprus murrayi,0,3773
152.5232,-29.9649,1,1070,980,2,168,0,-125563.533306618,6667396.41679889,410,Coeranoscincus reticulatus,1,3275
152.1664,-29.2429,3,1226,1100,2,138,-13,-164858.804226668,6745675.09778865,281,Egernia mcpheei,0,2244
152.5769,-30.5101,3,2044,1000,2,158,-3,-116930.07178939,6607086.88072362,468,Pseudechis porphyricaus,0,3743
152.3261,-29.6915,2,1536,939,2,149,14,-146412.549379286,6696696.52738983,357,Coeranoscincus reticulatus,1,2851
152.3993,-28.4824,1,1102,1049,4,156,17,-146869.047423431,6831537.755626,111,Ophioscincus truncatus,0,886
153.1679,-29.9458,4,1346,1120,2,187,5,-63288.9187814718,6672878.38915163,399,Cacophis kreftii,0,3185
152.3557,-29.2512,1,1666,879,2,137,31,-146344.785848981,6745817.96919314,289,Egernia mcpheei,0,2308
152.7186,-30.5285,3,1822,1000,2,168,40,-103178.812815837,6605812.65044331,475,Calyptotis scutirostrum,0,3794
152.1595,-29.3386,1,1440,1090,2,129,1,-164907.141677267,6734992.82147675,308,Calyptotis scutirostrum,0,2458
152.1775,-29.6618,2,1486,1090,2,126,-2,-161035.564347702,6699153.69712086,350,Egernia mcpheei,0,2796
153.3129,-28.5664,2,2138,1149,5,181,21,-56718.2495163478,6826812.23539331,154,Egernia mcpheei,0,1228
153.1307,-28.462,3,2772,1139,4,135,-5,-75156.8333834303,6837546.59756221,93,Saltuarius swaini,0,744
152.7316,-28.7795,2,1484,1110,5,164,0,-112492.387376251,6800271.63658075,190,Ophioscincus truncatus,0,1518
152.7681,-28.9493,3,1134,1110,2,188,-11,-107923.462038802,6781588.26422547,231,Cacophis kreftii,0,1841
152.1803,-29.3116,1,1308,1049,2,139,-4,-163056.230378283,6738114.38521666,299,Egernia mcpheei,0,2388
152.4008,-31.6662,3,2050,1139,4,140,25,-126202.170007241,6477579.00329889,588,Pseudechis porphyricaus,0,4703
152.4434,-30.1487,1,1326,1039,2,122,-10,-132111.524830825,6646522.10607269,461,Saltuarius swaini,0,3688
153.141,-28.4656,1,2578,1080,4,140,70,-74125.9984687811,6837196.13588608,98,Ophioscincus truncatus,0,782
152.7254,-28.7867,2,1484,1100,5,164,3,-113057.133584369,6799439.25721174,194,Calyptotis scutirostrum,0,1546
153.1329,-30.1137,3,1604,1139,2,184,20,-65715.9824501461,6654051.42508003,453,Saltuarius swaini,0,3624
